epoch,first_slot,last_slot,account_count,active_account_count,tx_count,blockhash_count,unique_account_growth,global_unique_accounts,new_account_ratio,active_to_global_unique_ratio,registry_path
213,92016000,92447999,2894341,2894341,347330418,373373,1787422,145131618,0.617557502727,0.019942870064,/home/ach/dev/blockzilla-v2/epoch-213/registry.bin
214,92448000,92879999,4290250,4290250,377313755,385775,1259518,146391136,0.293576831187,0.029306760759,/home/ach/dev/blockzilla-v2/epoch-214/registry.bin
215,92880000,93311999,3924038,3924038,381760584,387744,1292820,147683956,0.329461641299,0.026570509799,/home/ach/dev/blockzilla-v2/epoch-215/registry.bin
216,93312000,93743999,2697139,2697139,381179036,385454,1383163,149067119,0.512825998215,0.018093453594,/home/ach/dev/blockzilla-v2/epoch-216/registry.bin
217,93744000,94175999,2712792,2712792,391065794,391545,1728982,150796101,0.637344108948,0.017989802004,/home/ach/dev/blockzilla-v2/epoch-217/registry.bin
218,94176000,94607999,3183961,3183961,411684684,399215,2240065,153036166,0.703546620075,0.020805284680,/home/ach/dev/blockzilla-v2/epoch-218/registry.bin
219,94608000,95039999,2994837,2994837,436819250,408622,1923801,154959967,0.642372523112,0.019326520636,/home/ach/dev/blockzilla-v2/epoch-219/registry.bin
220,95040000,95471999,4629918,4629918,437985287,406490,3378191,158338158,0.729643807946,0.029240696358,/home/ach/dev/blockzilla-v2/epoch-220/registry.bin
221,95472000,95903999,4470320,4470320,451918381,407902,3192456,161530614,0.714144848691,0.027674753963,/home/ach/dev/blockzilla-v2/epoch-221/registry.bin
222,95904000,96335999,5221695,5221695,457220865,406519,3989518,165520132,0.764027389574,0.031547189680,/home/ach/dev/blockzilla-v2/epoch-222/registry.bin
223,96336000,96767999,4348740,4348740,451005162,406308,3141538,168661670,0.722401891122,0.025783807311,/home/ach/dev/blockzilla-v2/epoch-223/registry.bin
224,96768000,97199999,5212226,5212226,482911374,416715,3737393,172399063,0.717043543392,0.030233493786,/home/ach/dev/blockzilla-v2/epoch-224/registry.bin
225,97200000,97631999,6492846,6492846,487150602,415448,3066929,175465992,0.472355112073,0.037003443949,/home/ach/dev/blockzilla-v2/epoch-225/registry.bin
226,97632000,98063999,6187420,6187420,493148075,407685,4086741,179552733,0.660491933633,0.034460182792,/home/ach/dev/blockzilla-v2/epoch-226/registry.bin
227,98064000,98495999,6575535,6575535,495927800,402937,5244801,184797534,0.797623463338,0.035582374167,/home/ach/dev/blockzilla-v2/epoch-227/registry.bin
228,98496000,98927999,3875920,3875920,505884519,406803,2512758,187310292,0.648299758509,0.020692509518,/home/ach/dev/blockzilla-v2/epoch-228/registry.bin
229,98928000,99359999,8691422,8691422,502275029,404145,3669447,190979739,0.422191788639,0.045509654823,/home/ach/dev/blockzilla-v2/epoch-229/registry.bin
230,99360000,99791999,8404533,8404533,509541456,402954,3116478,194096217,0.370809181188,0.043300859388,/home/ach/dev/blockzilla-v2/epoch-230/registry.bin
231,99792000,100223999,7089444,7089444,507065952,403110,2834954,196931171,0.399883827279,0.035999603130,/home/ach/dev/blockzilla-v2/epoch-231/registry.bin
232,100224000,100655999,4832046,4832046,526106170,418702,3204637,200135808,0.663204986045,0.024143835370,/home/ach/dev/blockzilla-v2/epoch-232/registry.bin
233,100656000,101087999,4192511,4192511,535384679,421362,2586057,202721865,0.616827719713,0.020681099200,/home/ach/dev/blockzilla-v2/epoch-233/registry.bin
234,101088000,101519999,4229336,4229336,558963192,423022,2651726,205373591,0.626983999380,0.020593378045,/home/ach/dev/blockzilla-v2/epoch-234/registry.bin
235,101520000,101951999,4106555,4106555,568979883,423516,2631137,208004728,0.640716366882,0.019742604120,/home/ach/dev/blockzilla-v2/epoch-235/registry.bin
236,101952000,102383999,4366610,4366610,571423828,423406,2835071,210839799,0.649261326292,0.020710558541,/home/ach/dev/blockzilla-v2/epoch-236/registry.bin
237,102384000,102815999,4226445,4226445,568423200,417758,2716216,213556015,0.642671559668,0.019790802895,/home/ach/dev/blockzilla-v2/epoch-237/registry.bin
238,102816000,103247999,3610914,3610914,565033561,420053,2196339,215752354,0.608250154947,0.016736382862,/home/ach/dev/blockzilla-v2/epoch-238/registry.bin
239,103248000,103679999,4228481,4228481,575733949,419491,2724975,218477329,0.644433544812,0.019354323945,/home/ach/dev/blockzilla-v2/epoch-239/registry.bin
240,103680000,104111999,4905318,4905318,578868506,411627,3358796,221836125,0.684725434722,0.022112349826,/home/ach/dev/blockzilla-v2/epoch-240/registry.bin
241,104112000,104543999,4031876,4031876,592677590,414470,2485010,224321135,0.616340879531,0.017973678673,/home/ach/dev/blockzilla-v2/epoch-241/registry.bin
242,104544000,104975999,4888022,4888022,590968082,409644,2958803,227279938,0.605317038262,0.021506614455,/home/ach/dev/blockzilla-v2/epoch-242/registry.bin
243,104976000,105407999,5196245,5196245,603597757,410353,3226409,230506347,0.620911639078,0.022542741524,/home/ach/dev/blockzilla-v2/epoch-243/registry.bin
244,105408000,105839999,5071510,5071510,594550135,412677,2886983,233393330,0.569255113369,0.021729455593,/home/ach/dev/blockzilla-v2/epoch-244/registry.bin
245,105840000,106271999,5672209,5672209,597892912,404216,3377019,236770349,0.595362230129,0.023956585037,/home/ach/dev/blockzilla-v2/epoch-245/registry.bin
246,106272000,106703999,4769630,4769630,622081646,402686,2906102,239676451,0.609292964024,0.019900286324,/home/ach/dev/blockzilla-v2/epoch-246/registry.bin
247,106704000,107135999,4471618,4471618,642148066,407228,2512960,242189411,0.561980026022,0.018463309282,/home/ach/dev/blockzilla-v2/epoch-247/registry.bin
248,107136000,107567999,5019478,5019478,634605724,398400,3092133,245281544,0.616026805975,0.020464148742,/home/ach/dev/blockzilla-v2/epoch-248/registry.bin
249,107568000,107999999,4402920,4402920,648796695,409265,2563167,247844711,0.582151617563,0.017764833400,/home/ach/dev/blockzilla-v2/epoch-249/registry.bin
250,108000000,108431999,11527408,11527408,631277843,399385,9547641,257392352,0.828255666842,0.044785355549,/home/ach/dev/blockzilla-v2/epoch-250/registry.bin
251,108432000,108863999,5186271,5186271,646701482,401674,3047535,260439887,0.587615841903,0.019913505031,/home/ach/dev/blockzilla-v2/epoch-251/registry.bin
252,108864000,109295999,4596808,4596808,652385051,403373,2720893,263160780,0.591909211783,0.017467678884,/home/ach/dev/blockzilla-v2/epoch-252/registry.bin
253,109296000,109727999,6201693,6201693,643909002,396343,3872129,267032909,0.624366443163,0.023224452084,/home/ach/dev/blockzilla-v2/epoch-253/registry.bin
254,109728000,110159999,5573274,5573274,621774481,389662,3378725,270411634,0.606237016160,0.020610333652,/home/ach/dev/blockzilla-v2/epoch-254/registry.bin
255,110160000,110591999,5711355,5711355,648163089,399790,3329180,273740814,0.582905457637,0.020864097379,/home/ach/dev/blockzilla-v2/epoch-255/registry.bin
256,110592000,111023999,5282475,5282475,643571008,396619,3090338,276831152,0.585017061131,0.019081938437,/home/ach/dev/blockzilla-v2/epoch-256/registry.bin
257,111024000,111455999,5120479,5120479,598993060,385300,2957677,279788829,0.577617250261,0.018301227459,/home/ach/dev/blockzilla-v2/epoch-257/registry.bin
258,111456000,111887999,5289852,5289852,685158338,404602,3199889,282988718,0.604910874633,0.018692801739,/home/ach/dev/blockzilla-v2/epoch-258/registry.bin
259,111888000,112319999,5330153,5330153,688951007,407879,3215671,286204389,0.603298066678,0.018623589312,/home/ach/dev/blockzilla-v2/epoch-259/registry.bin
260,112320000,112751999,6110592,6110592,684403890,401704,3352133,289556522,0.548577453707,0.021103278758,/home/ach/dev/blockzilla-v2/epoch-260/registry.bin
261,112752000,113183999,5869187,5869187,722521813,409865,3274317,292830839,0.557882548298,0.020042926558,/home/ach/dev/blockzilla-v2/epoch-261/registry.bin
262,113184000,113615999,5255313,5255313,726467016,414414,2594386,295425225,0.493669168706,0.017788978582,/home/ach/dev/blockzilla-v2/epoch-262/registry.bin
263,113616000,114047999,6608647,6608647,688934494,398155,3411962,298837187,0.516287524511,0.022114540250,/home/ach/dev/blockzilla-v2/epoch-263/registry.bin
264,114048000,114479999,5123707,5123707,710358980,407050,2352509,301189696,0.459141984505,0.017011561378,/home/ach/dev/blockzilla-v2/epoch-264/registry.bin
265,114480000,114911999,6076706,6076706,681332049,397009,3028396,304218092,0.498361447798,0.019974834370,/home/ach/dev/blockzilla-v2/epoch-265/registry.bin
266,114912000,115343999,6784586,6784586,591981888,373747,3745842,307963934,0.552110622520,0.022030456333,/home/ach/dev/blockzilla-v2/epoch-266/registry.bin
267,115344000,115775999,6663461,6663461,643215644,388871,3698643,311662577,0.555063352213,0.021380369322,/home/ach/dev/blockzilla-v2/epoch-267/registry.bin
268,115776000,116207999,7377528,7377528,705682377,410393,4334001,315996578,0.587459783277,0.023346860421,/home/ach/dev/blockzilla-v2/epoch-268/registry.bin
269,116208000,116639999,8162750,8162750,697802787,410578,5063438,321060016,0.620310312088,0.025424374239,/home/ach/dev/blockzilla-v2/epoch-269/registry.bin
270,116640000,117071999,8985927,8985927,652202090,403279,5754606,326814622,0.640402041993,0.027495486417,/home/ach/dev/blockzilla-v2/epoch-270/registry.bin
271,117072000,117503999,7256160,7256160,480326962,383993,4374449,331189071,0.602860052700,0.021909418623,/home/ach/dev/blockzilla-v2/epoch-271/registry.bin
272,117504000,117935999,8671108,8671108,725462302,411656,5539851,336728922,0.638886172332,0.025751004542,/home/ach/dev/blockzilla-v2/epoch-272/registry.bin
273,117936000,118367999,10366552,10366552,720510026,410656,7137436,343866358,0.688506265150,0.030147037530,/home/ach/dev/blockzilla-v2/epoch-273/registry.bin
274,118368000,118799999,14427783,14427783,723273799,413109,11128010,354994368,0.771290363876,0.040642287035,/home/ach/dev/blockzilla-v2/epoch-274/registry.bin
275,118800000,119231999,11787058,11787058,704008518,408980,8632837,363627205,0.732399636958,0.032415225918,/home/ach/dev/blockzilla-v2/epoch-275/registry.bin
276,119232000,119663999,10438608,10438608,734220308,411886,7446571,371073776,0.713368200051,0.028130815690,/home/ach/dev/blockzilla-v2/epoch-276/registry.bin
277,119664000,120095999,9182244,9182244,720970374,407343,5774259,376848035,0.628850529348,0.024365906538,/home/ach/dev/blockzilla-v2/epoch-277/registry.bin
278,120096000,120527999,7737270,7737270,708380664,407096,4413012,381261047,0.570357761846,0.020293890658,/home/ach/dev/blockzilla-v2/epoch-278/registry.bin
279,120528000,120959999,15229346,15229346,713563536,409017,11931333,393192380,0.783443556933,0.038732556313,/home/ach/dev/blockzilla-v2/epoch-279/registry.bin
280,120960000,121391999,11427845,11427845,715079199,407634,7980593,401172973,0.698346276135,0.028486078996,/home/ach/dev/blockzilla-v2/epoch-280/registry.bin
281,121392000,121823999,13402622,13402622,664652205,406121,10303416,411476389,0.768761217022,0.032572031733,/home/ach/dev/blockzilla-v2/epoch-281/registry.bin
282,121824000,122255999,11021130,11021130,674239225,400889,7695914,419172303,0.698287199225,0.026292600730,/home/ach/dev/blockzilla-v2/epoch-282/registry.bin
283,122256000,122687999,10139934,10139934,679068458,401650,6961651,426133954,0.686557821777,0.023795179673,/home/ach/dev/blockzilla-v2/epoch-283/registry.bin
284,122688000,123119999,12098647,12098647,691193323,402423,8512760,434646714,0.703612560975,0.027835588330,/home/ach/dev/blockzilla-v2/epoch-284/registry.bin
285,123120000,123551999,9632941,9632941,690614498,402490,6224705,440871419,0.646189465917,0.021849774299,/home/ach/dev/blockzilla-v2/epoch-285/registry.bin
286,123552000,123983999,10805759,10805759,700123578,405067,7531264,448402683,0.696967607736,0.024098337074,/home/ach/dev/blockzilla-v2/epoch-286/registry.bin
287,123984000,124415999,14512820,14512820,666251328,399958,11321696,459724379,0.780116889757,0.031568523800,/home/ach/dev/blockzilla-v2/epoch-287/registry.bin
288,124416000,124847999,21643783,21643783,709996691,406520,18459196,478183575,0.852863660664,0.045262497776,/home/ach/dev/blockzilla-v2/epoch-288/registry.bin
289,124848000,125279999,8622942,8622942,708751628,400918,5283469,483467044,0.612722316815,0.017835635556,/home/ach/dev/blockzilla-v2/epoch-289/registry.bin
290,125280000,125711999,7009250,7009250,731195540,416077,3415864,486882908,0.487336590933,0.014396171820,/home/ach/dev/blockzilla-v2/epoch-290/registry.bin
291,125712000,126143999,8161182,8161182,716472719,415680,4912239,491795147,0.601902886126,0.016594677784,/home/ach/dev/blockzilla-v2/epoch-291/registry.bin
292,126144000,126575999,8117061,8117061,715076713,420852,4935761,496730908,0.608072429171,0.016340962218,/home/ach/dev/blockzilla-v2/epoch-292/registry.bin
293,126576000,127007999,16669278,16669278,698650024,420352,13460563,510191471,0.807507259763,0.032672592443,/home/ach/dev/blockzilla-v2/epoch-293/registry.bin
294,127008000,127439999,6752072,6752072,732611871,422419,3368884,513560355,0.498940769589,0.013147572499,/home/ach/dev/blockzilla-v2/epoch-294/registry.bin
295,127440000,127871999,8995639,8995639,678920006,415905,5719668,519280023,0.635826760056,0.017323291098,/home/ach/dev/blockzilla-v2/epoch-295/registry.bin
296,127872000,128303999,10832618,10832618,580365211,418343,7602313,526882336,0.701798309513,0.020559842796,/home/ach/dev/blockzilla-v2/epoch-296/registry.bin
297,128304000,128735999,10381348,10381348,510621307,415562,7235248,534117584,0.696946870483,0.019436446788,/home/ach/dev/blockzilla-v2/epoch-297/registry.bin
298,128736000,129167999,13407032,13407032,446847261,416051,10266930,544384514,0.765786939272,0.024627871762,/home/ach/dev/blockzilla-v2/epoch-298/registry.bin
299,129168000,129599999,22095809,22095809,590228264,407033,18573094,562957608,0.840570897404,0.039249507753,/home/ach/dev/blockzilla-v2/epoch-299/registry.bin
300,129600000,130031999,13523830,13523830,724730034,408989,9779904,572737512,0.723160820566,0.023612614359,/home/ach/dev/blockzilla-v2/epoch-300/registry.bin
301,130032000,130463999,34810035,34810035,657572723,398090,30973331,603710843,0.889781667844,0.057660112293,/home/ach/dev/blockzilla-v2/epoch-301/registry.bin
302,130464000,130895999,15622061,15622061,720277358,406287,11586281,615297124,0.741661487559,0.025389458833,/home/ach/dev/blockzilla-v2/epoch-302/registry.bin
303,130896000,131327999,26294714,26294714,688812203,399225,22211869,637508993,0.844727537253,0.041246028352,/home/ach/dev/blockzilla-v2/epoch-303/registry.bin
304,131328000,131759999,29276007,29276007,638369072,381973,24709395,662218388,0.844015203303,0.044208991370,/home/ach/dev/blockzilla-v2/epoch-304/registry.bin
305,131760000,132191999,32245851,32245851,595197412,371801,27763958,689982346,0.861008692250,0.046734313112,/home/ach/dev/blockzilla-v2/epoch-305/registry.bin
306,132192000,132623999,10263972,10263972,746429860,397159,5679438,695661784,0.553337246049,0.014754255927,/home/ach/dev/blockzilla-v2/epoch-306/registry.bin
307,132624000,133055999,16778400,16778400,727321217,391311,12360962,708022746,0.736718757450,0.023697543751,/home/ach/dev/blockzilla-v2/epoch-307/registry.bin
308,133056000,133487999,12640138,12640138,630218378,366004,8131765,716154511,0.643328814923,0.017650015193,/home/ach/dev/blockzilla-v2/epoch-308/registry.bin
309,133488000,133919999,16185211,16185211,619158614,363525,11894703,728049214,0.734911827841,0.022230929845,/home/ach/dev/blockzilla-v2/epoch-309/registry.bin
310,133920000,134351999,16701081,16701081,619019946,365331,11805910,739855124,0.706894960871,0.022573447771,/home/ach/dev/blockzilla-v2/epoch-310/registry.bin
311,134352000,134783999,13403872,13403872,630807350,358529,8421852,748276976,0.628314863049,0.017912981997,/home/ach/dev/blockzilla-v2/epoch-311/registry.bin
312,134784000,135215999,25052639,25052639,612602763,356749,19585578,767862554,0.781777041532,0.032626462730,/home/ach/dev/blockzilla-v2/epoch-312/registry.bin
313,135216000,135647999,14229739,14229739,560482891,339581,8862753,776725307,0.622833138401,0.018320169141,/home/ach/dev/blockzilla-v2/epoch-313/registry.bin
314,135648000,136079999,13195955,13195955,601364912,347760,7494816,784220123,0.567963137189,0.016826850795,/home/ach/dev/blockzilla-v2/epoch-314/registry.bin
315,136080000,136511999,15133817,15133817,700775593,370078,9700471,793920594,0.640979800403,0.019062129279,/home/ach/dev/blockzilla-v2/epoch-315/registry.bin
316,136512000,136943999,17067181,17067181,652764358,355695,11301135,805221729,0.662155923699,0.021195628962,/home/ach/dev/blockzilla-v2/epoch-316/registry.bin
317,136944000,137375999,18518333,18518333,655893687,357246,13211790,818433519,0.713443807280,0.022626557405,/home/ach/dev/blockzilla-v2/epoch-317/registry.bin
318,137376000,137807999,12773379,12773379,604780352,335367,7421009,825854528,0.580974619167,0.015466863191,/home/ach/dev/blockzilla-v2/epoch-318/registry.bin
319,137808000,138239999,12348572,12348572,776173342,372858,7173649,833028177,0.580929438643,0.014823714660,/home/ach/dev/blockzilla-v2/epoch-319/registry.bin
320,138240000,138671999,13058864,13058864,795035027,383465,7315274,840343451,0.560176903596,0.015539912859,/home/ach/dev/blockzilla-v2/epoch-320/registry.bin
321,138672000,139103999,14102863,14102863,766146156,368620,8814027,849157478,0.624981395622,0.016608065483,/home/ach/dev/blockzilla-v2/epoch-321/registry.bin
322,139104000,139535999,12127055,12127055,799058611,383442,6989306,856146784,0.576339927542,0.014164691413,/home/ach/dev/blockzilla-v2/epoch-322/registry.bin
323,139536000,139967999,12343541,12343541,788403308,375945,7352025,863498809,0.595617173386,0.014294797945,/home/ach/dev/blockzilla-v2/epoch-323/registry.bin
324,139968000,140399999,11242636,11242636,765402792,369136,6244747,869743556,0.555452208895,0.012926380336,/home/ach/dev/blockzilla-v2/epoch-324/registry.bin
325,140400000,140831999,11595133,11595133,796654396,373192,6354865,876098421,0.548063139940,0.013234966212,/home/ach/dev/blockzilla-v2/epoch-325/registry.bin
326,140832000,141263999,11993013,11993013,821319000,387292,7426982,883525403,0.619275739966,0.013574044345,/home/ach/dev/blockzilla-v2/epoch-326/registry.bin
327,141264000,141695999,12740291,12740291,833772166,386894,8239853,891765256,0.646755478348,0.014286597189,/home/ach/dev/blockzilla-v2/epoch-327/registry.bin
328,141696000,142127999,15349878,15349878,790403008,366844,10623687,902388943,0.692102373713,0.017010268265,/home/ach/dev/blockzilla-v2/epoch-328/registry.bin
329,142128000,142559999,12795291,12795291,808388406,376402,7806845,910195788,0.610134228288,0.014057734796,/home/ach/dev/blockzilla-v2/epoch-329/registry.bin
330,142560000,142991999,12613302,12613302,834116770,389923,8356500,918552288,0.662514859313,0.013731719103,/home/ach/dev/blockzilla-v2/epoch-330/registry.bin
331,142992000,143423999,15284079,15284079,813500427,377461,10165955,928718243,0.665133633502,0.016457175376,/home/ach/dev/blockzilla-v2/epoch-331/registry.bin
332,143424000,143855999,14299433,14299433,821871143,382296,9512597,938230840,0.665242950542,0.015240847338,/home/ach/dev/blockzilla-v2/epoch-332/registry.bin
333,143856000,144287999,17303782,17303782,822154810,378646,12577337,950808177,0.726854799720,0.018199025228,/home/ach/dev/blockzilla-v2/epoch-333/registry.bin
334,144288000,144719999,15237213,15237213,846661988,390699,9814424,960622601,0.644108866891,0.015861809814,/home/ach/dev/blockzilla-v2/epoch-334/registry.bin
335,144720000,145151999,12509694,12509694,861070202,394807,8225192,968847793,0.657505451372,0.012911929088,/home/ach/dev/blockzilla-v2/epoch-335/registry.bin
336,145152000,145583999,28022770,28022770,840684057,380996,20070509,988918302,0.716221451341,0.028336789746,/home/ach/dev/blockzilla-v2/epoch-336/registry.bin
337,145584000,146015999,17232159,17232159,821663548,382915,10646134,999564436,0.617806161143,0.017239667979,/home/ach/dev/blockzilla-v2/epoch-337/registry.bin
338,146016000,146447999,13262399,13262399,818143808,382075,8441463,1008005899,0.636495931091,0.013157064868,/home/ach/dev/blockzilla-v2/epoch-338/registry.bin
339,146448000,146879999,10813829,10813829,820737377,390395,6418971,1014424870,0.593589097812,0.010660059034,/home/ach/dev/blockzilla-v2/epoch-339/registry.bin
340,146880000,147311999,9732077,9732077,843187473,395177,5311396,1019736266,0.545761814256,0.009543719611,/home/ach/dev/blockzilla-v2/epoch-340/registry.bin
341,147312000,147743999,9768386,9768386,832694148,387397,4995011,1024731277,0.511344555795,0.009532631841,/home/ach/dev/blockzilla-v2/epoch-341/registry.bin
342,147744000,148175999,9972428,9972428,854163224,404956,5964186,1030695463,0.598067591965,0.009675436012,/home/ach/dev/blockzilla-v2/epoch-342/registry.bin
343,148176000,148607999,12483680,12483680,840061499,397663,7691355,1038386818,0.616112796868,0.012022186514,/home/ach/dev/blockzilla-v2/epoch-343/registry.bin
344,148608000,149039999,9621561,9621561,852814791,403888,5106355,1043493173,0.530720015183,0.009220530856,/home/ach/dev/blockzilla-v2/epoch-344/registry.bin
345,149040000,149471999,8773388,8773388,876222907,403504,4308682,1047801855,0.491108110117,0.008373136541,/home/ach/dev/blockzilla-v2/epoch-345/registry.bin
346,149472000,149903999,18001078,18001078,849526634,393030,12955090,1060756945,0.719684121140,0.016970030774,/home/ach/dev/blockzilla-v2/epoch-346/registry.bin
347,149904000,150335999,15523223,15523223,843308471,389229,10395543,1071152488,0.669676844815,0.014492075754,/home/ach/dev/blockzilla-v2/epoch-347/registry.bin
348,150336000,150767999,12833115,12833115,840266869,386343,7355702,1078508190,0.573181335942,0.011898949975,/home/ach/dev/blockzilla-v2/epoch-348/registry.bin
349,150768000,151199999,12829328,12829328,820331389,382050,7975652,1086483842,0.621673403315,0.011808116701,/home/ach/dev/blockzilla-v2/epoch-349/registry.bin
350,151200000,151631999,14170498,14170498,810403827,381841,8809829,1095293671,0.621702144836,0.012937624288,/home/ach/dev/blockzilla-v2/epoch-350/registry.bin
351,151632000,152063999,13966666,13966666,838979889,391252,8570688,1103864359,0.613653108050,0.012652520109,/home/ach/dev/blockzilla-v2/epoch-351/registry.bin
352,152064000,152495999,10284773,10284773,884894353,405943,5886622,1109750981,0.572362851373,0.009267640377,/home/ach/dev/blockzilla-v2/epoch-352/registry.bin
353,152496000,152927999,11465113,11465113,826108319,386330,6491193,1116242174,0.566169125416,0.010271169883,/home/ach/dev/blockzilla-v2/epoch-353/registry.bin
354,152928000,153359999,10573000,10573000,814956495,387598,5742943,1121985117,0.543170623286,0.009423476158,/home/ach/dev/blockzilla-v2/epoch-354/registry.bin
355,153360000,153791999,13094394,13094394,863305903,394690,6418881,1128403998,0.490200691991,0.011604349172,/home/ach/dev/blockzilla-v2/epoch-355/registry.bin
356,153792000,154223999,12696823,12696823,890933574,408374,5918148,1134322146,0.466112507042,0.011193313156,/home/ach/dev/blockzilla-v2/epoch-356/registry.bin
357,154224000,154655999,11053087,11053087,907238208,412443,5186412,1139508558,0.469227465594,0.009699871864,/home/ach/dev/blockzilla-v2/epoch-357/registry.bin
358,154656000,155087999,11272290,11272290,869093252,400953,5420517,1144929075,0.480870967656,0.009845404616,/home/ach/dev/blockzilla-v2/epoch-358/registry.bin
359,155088000,155519999,9257675,9257675,849108671,410779,5091179,1150020254,0.549941426978,0.008050010396,/home/ach/dev/blockzilla-v2/epoch-359/registry.bin
360,155520000,155951999,6538130,6538130,874028172,418934,2722789,1152743043,0.416447669288,0.005671801743,/home/ach/dev/blockzilla-v2/epoch-360/registry.bin
361,155952000,156383999,7192204,7192204,878895295,414824,3379781,1156122824,0.469922849797,0.006220968785,/home/ach/dev/blockzilla-v2/epoch-361/registry.bin
362,156384000,156815999,6218745,6218745,917501510,421005,2770111,1158892935,0.445445343072,0.005366108302,/home/ach/dev/blockzilla-v2/epoch-362/registry.bin
363,156816000,157247999,4506564,4506564,929797217,423833,1457620,1160350555,0.323443758926,0.003883795273,/home/ach/dev/blockzilla-v2/epoch-363/registry.bin
364,157248000,157679999,4945103,4945103,920158428,418111,1915180,1162265735,0.387288191975,0.004254709445,/home/ach/dev/blockzilla-v2/epoch-364/registry.bin
365,157680000,158111999,6154632,6154632,907293936,417024,2671821,1164937556,0.434115475954,0.005283229104,/home/ach/dev/blockzilla-v2/epoch-365/registry.bin
366,158112000,158543999,5950050,5950050,906388749,412763,2138991,1167076547,0.359491264779,0.005098251709,/home/ach/dev/blockzilla-v2/epoch-366/registry.bin
367,158544000,158975999,6149242,6149242,810790029,400299,2424670,1169501217,0.394303883308,0.005258003934,/home/ach/dev/blockzilla-v2/epoch-367/registry.bin
368,158976000,159407999,5854022,5854022,652211854,383046,2324871,1171826088,0.397140803366,0.004995640616,/home/ach/dev/blockzilla-v2/epoch-368/registry.bin
369,159408000,159839999,5602116,5602116,706932259,394286,1933139,1173759227,0.345073004558,0.004772798263,/home/ach/dev/blockzilla-v2/epoch-369/registry.bin
370,159840000,160271999,5900813,5900813,690289397,377008,1986679,1175745906,0.336678861032,0.005018782519,/home/ach/dev/blockzilla-v2/epoch-370/registry.bin
371,160272000,160703999,5193076,5193076,712473698,374162,1631348,1177377254,0.314139057468,0.004410715412,/home/ach/dev/blockzilla-v2/epoch-371/registry.bin
372,160704000,161135999,4780673,4780673,726419969,381668,1497480,1178874734,0.313236232639,0.004055284978,/home/ach/dev/blockzilla-v2/epoch-372/registry.bin
373,161136000,161567999,5296940,5296940,722318218,385397,1823913,1180698647,0.344333332075,0.004486275997,/home/ach/dev/blockzilla-v2/epoch-373/registry.bin
374,161568000,161999999,5079007,5079007,747016444,395900,1605524,1182304171,0.316109822255,0.004295854759,/home/ach/dev/blockzilla-v2/epoch-374/registry.bin
375,162000000,162431999,4968168,4968168,770108136,405633,1479438,1183783609,0.297783408291,0.004196854866,/home/ach/dev/blockzilla-v2/epoch-375/registry.bin
376,162432000,162863999,5461776,5461776,794959958,412288,1995894,1185779503,0.365429486672,0.004606063763,/home/ach/dev/blockzilla-v2/epoch-376/registry.bin
377,162864000,163295999,4456451,4456451,807447221,414090,1426269,1187205772,0.320045928924,0.003753730908,/home/ach/dev/blockzilla-v2/epoch-377/registry.bin
378,163296000,163727999,4883740,4883740,810005584,416237,1620440,1188826212,0.331803085340,0.004108035263,/home/ach/dev/blockzilla-v2/epoch-378/registry.bin
379,163728000,164159999,5221513,5221513,809559109,415212,2065730,1190891942,0.395619047583,0.004384539702,/home/ach/dev/blockzilla-v2/epoch-379/registry.bin
380,164160000,164591999,5728737,5728737,806371094,414643,2260630,1193152572,0.394612285396,0.004801344886,/home/ach/dev/blockzilla-v2/epoch-380/registry.bin
381,164592000,165023999,4879846,4879846,796417561,413234,1718873,1194871445,0.352239189515,0.004083992483,/home/ach/dev/blockzilla-v2/epoch-381/registry.bin
382,165024000,165455999,4565088,4565088,819258503,417109,1614814,1196486259,0.353731187657,0.003815411975,/home/ach/dev/blockzilla-v2/epoch-382/registry.bin
383,165456000,165887999,5603119,5603119,822253464,415908,1665913,1198152172,0.297318868295,0.004676466922,/home/ach/dev/blockzilla-v2/epoch-383/registry.bin
384,165888000,166319999,5853888,5853888,823901632,418513,1577566,1199729738,0.269490294314,0.004879338917,/home/ach/dev/blockzilla-v2/epoch-384/registry.bin
385,166320000,166751999,5174364,5174364,821938429,416160,1869512,1201599250,0.361302761074,0.004306231050,/home/ach/dev/blockzilla-v2/epoch-385/registry.bin
386,166752000,167183999,5272548,5272548,814630120,413445,1806725,1203405975,0.342666392037,0.004381354347,/home/ach/dev/blockzilla-v2/epoch-386/registry.bin
387,167184000,167615999,5594591,5594591,819124223,414203,2090815,1205496790,0.373720795676,0.004640900786,/home/ach/dev/blockzilla-v2/epoch-387/registry.bin
388,167616000,168047999,5738663,5738663,830161689,415755,2129402,1207626192,0.371062388574,0.004752019324,/home/ach/dev/blockzilla-v2/epoch-388/registry.bin
389,168048000,168479999,6468789,6468789,826368975,413346,2717588,1210343780,0.420107689399,0.005344588130,/home/ach/dev/blockzilla-v2/epoch-389/registry.bin
390,168480000,168911999,5612568,5612568,828925377,411990,1965041,1212308821,0.350114421776,0.004629652035,/home/ach/dev/blockzilla-v2/epoch-390/registry.bin
391,168912000,169343999,6279161,6279161,830775466,412316,2132610,1214441431,0.339632954148,0.005170410725,/home/ach/dev/blockzilla-v2/epoch-391/registry.bin
392,169344000,169775999,7611112,7611112,833336130,407992,3084573,1217526004,0.405272317632,0.006251293176,/home/ach/dev/blockzilla-v2/epoch-392/registry.bin
